Name,Desc,Runs,Balls,Minutes,Fours,Sixes,Strike_Rate,Batting_Position,Match_Id
Thisara Perera,b Henriques,7,6,8,1,0,116.67,8,573018
Nuwan Kulasekara,not out,14,11,22,2,0,127.27,9,573018
Rangana Herath,c Henriques b McKay,2,5,6,0,0,40,10,573018
Lasith Malinga,c Johnson b McKay,2,5,10,0,0,40,11,573018
Kusal Perera,c Nasir Hossain b Sohag Gazi,42,36,53,5,1,116.67,1,602474
Tillakaratne Dilshan,not out,113,108,160,11,0,104.63,2,602474
Kumar Sangakkara,c Ziaur Rahman b Rubel Hossain,63,68,101,6,0,92.65,3,602474
Dinesh Chandimal,not out,3,3,4,0,0,100,4,602474
Kusal Perera,not out,18,21,22,3,0,85.71,1,602475
Tillakaratne Dilshan,not out,10,9,22,1,0,111.11,2,602475
Kusal Perera,c Nasir Hossain b Mahmudullah,56,66,89,5,1,84.85,1,602476
Tillakaratne Dilshan,c Nasir Hossain b Shahadat Hossain,125,128,206,12,0,97.66,2,602476
Kumar Sangakkara,c Anamul Haque b Abdur Razzak,48,49,67,5,0,97.96,3,602476
Thisara Perera,b Abdur Razzak,4,8,9,0,0,50,4,602476
Angelo Mathews,st †Mushfiqur Rahim b Abdur Razzak,6,9,11,0,0,66.67,5,602476
Jeevan Mendis,b Sohag Gazi,5,7,4,1,0,71.43,6,602476
Dinesh Chandimal,b Ziaur Rahman,0,5,7,0,0,0,7,602476
Lahiru Thirimanne,not out,25,15,34,1,2,166.67,8,602476
Nuwan Kulasekara,lbw b Abdur Razzak,11,10,13,0,1,110,9,602476
Sachithra Senanayake,b Abdur Razzak,0,1,1,0,0,0,10,602476
Lasith Malinga,not out,5,3,4,1,0,166.67,11,602476
Kusal Perera,c BB McCullum b Mills,0,1,1,0,0,0,1,578617
Tillakaratne Dilshan,b McClenaghan,20,18,26,3,0,111.11,2,578617
Kumar Sangakkara,c Williamson b NL McCullum,68,87,161,8,0,78.16,3,578617
Mahela Jayawardene,lbw b Vettori,4,8,12,0,0,50,4,578617
Dinesh Chandimal,c †Ronchi b Mills,0,4,6,0,0,0,5,578617
Angelo Mathews,b McClenaghan,9,34,49,1,0,26.47,6,578617
Lahiru Thirimanne,run out (Guptill/Williamson),9,28,23,1,0,32.14,7,578617
Thisara Perera,c Vettori b McClenaghan,15,29,32,2,0,51.72,8,578617
Rangana Herath,not out,8,11,21,1,0,72.73,9,578617
Shaminda Eranga,c Mills b NL McCullum,0,4,3,0,0,0,10,578617
Lasith Malinga,c Taylor b McClenaghan,2,3,5,0,0,66.67,11,578617
Kusal Perera,c Bopara b Anderson,6,11,10,1,0,54.55,1,578621
Tillakaratne Dilshan,c Root b Swann,44,56,86,3,1,78.57,2,578621
Kumar Sangakkara,not out,134,135,197,12,0,99.26,3,578621
Mahela Jayawardene,c sub (JM Bairstow) b Anderson,42,43,62,3,1,97.67,4,578621
Nuwan Kulasekara,not out,58,38,58,5,3,152.63,5,578621
Kusal Perera,lbw b Johnson,4,3,2,1,0,133.33,1,578625
Tillakaratne Dilshan,c Watson b Doherty,34,58,93,1,0,58.62,2,578625
Kumar Sangakkara,c Maxwell b McKay,3,11,13,0,0,27.27,3,578625
Lahiru Thirimanne,c Watson b Johnson,57,86,105,4,0,66.28,4,578625
Mahela Jayawardene,not out,84,81,124,11,0,103.7,5,578625
Angelo Mathews,b Faulkner,12,20,29,1,0,60,6,578625
Dinesh Chandimal,c Hughes b Johnson,31,32,38,1,1,96.88,7,578625
Nuwan Kulasekara,run out (Maxwell/†Wade),6,5,6,0,0,120,8,578625
Rangana Herath,run out (Marsh/Faulkner),2,5,8,0,0,40,9,578625
Lasith Malinga,not out,2,1,8,0,0,200,10,578625
Kusal Perera,c Raina b Kumar,4,8,10,1,0,50,1,566947
Tillakaratne Dilshan,not out,18,21,38,2,0,85.71,2,566947
Kumar Sangakkara,c Raina b I Sharma,17,44,77,1,0,38.64,3,566947
Lahiru Thirimanne,c Raina b I Sharma,7,31,50,1,0,22.58,4,566947
Mahela Jayawardene,b Jadeja,38,63,83,3,0,60.32,5,566947
Angelo Mathews,c Kumar b Ashwin,51,89,104,1,1,57.3,6,566947
Jeevan Mendis,st †Dhoni b Ashwin,25,35,51,1,0,71.43,7,566947
Thisara Perera,c Dhawan b I Sharma,0,4,5,0,0,0,8,566947
Nuwan Kulasekara,b Ashwin,1,3,5,0,0,33.33,9,566947
Lasith Malinga,not out,7,2,4,1,0,350,10,566947
Upul Tharanga,c †Ramdin b DJ Bravo,25,43,56,3,0,58.14,1,597923
Mahela Jayawardene,c †Ramdin b Narine,52,52,86,7,0,100,2,597923
Kumar Sangakkara,c Pollard b Narine,17,23,42,1,0,73.91,3,597923
Dinesh Chandimal,c DJ Bravo b Samuels,21,37,49,1,1,56.76,4,597923
Angelo Mathews,not out,55,77,118,5,0,71.43,5,597923
Lahiru Thirimanne,c Charles b Rampaul,6,19,20,1,0,31.58,6,597923
Nuwan Kulasekara,c Pollard b Rampaul,2,6,8,0,0,33.33,7,597923
Jeevan Mendis,c Samuels b Narine,5,12,18,0,0,41.67,8,597923
Rangana Herath,c Sammy b Rampaul,4,8,11,0,0,50,9,597923
Lasith Malinga,lbw b Narine,8,9,14,0,1,88.89,10,597923
Ajantha Mendis,c Charles b DJ Bravo,2,5,5,0,0,40,11,597923
Upul Tharanga,not out,174,159,228,19,3,109.43,1,597925
Mahela Jayawardene,c Yadav b Ashwin,107,112,173,9,2,95.54,2,597925
Angelo Mathews,not out,44,29,55,4,1,151.72,3,597925
Upul Tharanga,c Bravo b Holder,7,14,18,1,0,50,1,597927
Mahela Jayawardene,c Smith b Roach,7,12,21,1,0,58.33,2,597927
Kumar Sangakkara,not out,90,95,154,6,1,94.74,3,597927
Dinesh Chandimal,b Roach,2,8,9,0,0,25,4,597927
Lahiru Thirimanne,b Samuels,23,73,78,0,0,31.51,5,597927
Angelo Mathews,c Smith b Roach,30,27,29,2,2,111.11,6,597927
Jeevan Mendis,c †Charles b Roach,8,5,3,2,0,160,7,597927
Nuwan Kulasekara,c Bravo b Holder,14,9,20,1,1,155.56,8,597927
Sachithra Senanayake,c Bravo b Pollard,7,6,9,0,0,116.67,9,597927
Upul Tharanga,c Raina b Kumar,6,11,8,1,0,54.55,1,597928
Mahela Jayawardene,c Vijay b Kumar,11,11,33,1,0,100,2,597928
Kumar Sangakkara,lbw b Kumar,0,1,1,0,0,0,3,597928
Dinesh Chandimal,st †Karthik b Jadeja,26,54,58,1,1,48.15,4,597928
Lahiru Thirimanne,c Kohli b Kumar,0,3,6,0,0,0,5,597928
Angelo Mathews,c †Karthik b Jadeja,10,11,18,2,0,90.91,6,597928
Jeevan Mendis,b Ashwin,13,16,18,1,0,81.25,7,597928
Dilhara Lokuhettige,c †Karthik b I Sharma,6,22,27,0,0,27.27,8,597928
Rangana Herath,c Vijay b I Sharma,4,6,5,0,0,66.67,9,597928
Shaminda Eranga,not out,2,8,15,0,0,25,10,597928
Lasith Malinga,c Jadeja b Yadav,7,5,5,1,0,140,11,597928
Upul Tharanga,c †Dhoni b Kumar,11,29,28,2,0,37.93,1,597929
Mahela Jayawardene,c Ashwin b Kumar,22,28,57,2,1,78.57,2,597929
Kumar Sangakkara,c Vinay Kumar b Ashwin,71,100,126,6,1,71,3,597929
Lahiru Thirimanne,c Kumar b I Sharma,46,72,89,4,0,63.89,4,597929
Angelo Mathews,c Vinay Kumar b I Sharma,10,24,31,0,0,41.67,5,597929
Kusal Perera,st †Dhoni b Ashwin,2,4,1,0,0,50,6,597929
Dinesh Chandimal,c Ashwin b Jadeja,5,7,7,0,0,71.43,7,597929
Rangana Herath,st †Dhoni b Jadeja,5,10,18,0,0,50,8,597929
Shaminda Eranga,not out,5,12,17,0,0,41.67,9,597929
Lasith Malinga,c Kumar b Jadeja,0,2,1,0,0,0,10,597929
Suranga Lakmal,st †Dhoni b Jadeja,1,5,8,0,0,20,11,597929
Upul Tharanga,b Morkel,43,64,86,7,0,67.19,1,635653
Tillakaratne Dilshan,b Morris,10,8,19,1,0,125,2,635653
Kumar Sangakkara,c Duminy b Phangiso,169,137,200,18,6,123.36,3,635653
Mahela Jayawardene,c Ingram b Morkel,42,51,57,4,0,82.35,4,635653
Lahiru Thirimanne,c Peterson b McLaren,17,33,68,0,0,51.52,5,635653
Thisara Perera,not out,16,7,14,2,1,228.57,6,635653
Dinesh Chandimal,not out,1,1,7,0,0,100,7,635653
Upul Tharanga,c Peterson b Morkel,3,14,13,0,0,21.43,1,635654
Tillakaratne Dilshan,c †de Villiers b Morkel,43,64,124,1,0,67.19,2,635654
Kumar Sangakkara,c Petersen b Phangiso,37,60,63,6,0,61.67,3,635654
Mahela Jayawardene,b Peterson,17,29,30,1,0,58.62,4,635654
Lahiru Thirimanne,lbw b McLaren,13,27,40,0,0,48.15,5,635654
Dinesh Chandimal,c du Plessis b Morkel,43,51,85,4,0,84.31,6,635654
Jehan Mubarak,c & b Duminy,8,15,26,1,0,53.33,7,635654
Thisara Perera,c sub (CA Ingram) b Morris,11,14,17,1,0,78.57,8,635654
Rangana Herath,run out (Morkel/†de Villiers),13,16,27,1,0,81.25,9,635654
Shaminda Eranga,not out,7,8,16,0,0,87.5,10,635654
Lasith Malinga,not out,0,0,3,0,0,0,11,635654
Upul Tharanga,c Petersen b Tsotsobe,5,23,32,1,0,21.74,1,635655
Tillakaratne Dilshan,c de Villiers b Tsotsobe,6,8,13,1,0,75,2,635655
Kumar Sangakkara,c Duminy b Tsotsobe,0,3,3,0,0,0,3,635655
Mahela Jayawardene,b Peterson,24,51,88,0,0,47.06,4,635655
Dinesh Chandimal,c †de Kock b McLaren,29,65,82,4,0,44.62,5,635655
Angelo Mathews,c de Villiers b Tsotsobe,14,20,29,1,0,70,6,635655
Angelo Perera,c de Villiers b Behardien,1,5,5,0,0,20,7,635655
Thisara Perera,c du Plessis b Behardien,65,49,59,5,5,132.65,8,635655
Rangana Herath,not out,12,33,52,1,0,36.36,9,635655
Lasith Malinga,b Behardien,0,1,4,0,0,0,10,635655
Ajantha Mendis,c Tsotsobe b Duminy,0,2,2,0,0,0,11,635655
Tillakaratne Dilshan,not out,115,130,192,16,0,88.46,1,635656
Mahela Jayawardene,c Amla b Tsotsobe,12,26,46,2,0,46.15,2,635656
Kumar Sangakkara,c Kleinveldt b Morkel,91,101,134,8,2,90.1,3,635656
Lahiru Thirimanne,not out,1,8,9,0,0,12.5,4,635656
Tillakaratne Dilshan,b McLaren,99,110,173,13,0,90,1,635657
Kusal Perera,c †de Kock b Morkel,9,16,19,2,0,56.25,2,635657
Lahiru Thirimanne,c Duminy b Phangiso,68,93,126,6,1,73.12,3,635657
Kumar Sangakkara,not out,75,45,76,12,0,166.67,4,635657
Angelo Mathews,c Miller b Tsotsobe,23,22,29,1,1,104.55,5,635657
Thisara Perera,not out,17,14,22,2,0,121.43,6,635657
Dimuth Karunaratne,lbw b Mills,0,1,1,0,0,0,1,668961
Tillakaratne Dilshan,c †Ronchi b Anderson,81,114,162,9,0,71.05,2,668961
Kumar Sangakkara,c McCullum b Devcich,79,81,110,9,2,97.53,3,668961
Mahela Jayawardene,c Nicol b Devcich,1,7,5,0,0,14.29,4,668961
Angelo Mathews,not out,74,64,107,9,1,115.63,5,668961
Lahiru Thirimanne,c & b McCullum,2,6,12,0,0,33.33,6,668961
Dinesh Chandimal,b McClenaghan,9,13,23,0,0,69.23,7,668961
Nuwan Kulasekara,c McCullum b Mills,12,9,14,2,0,133.33,8,668961
Lasith Malinga,b Mills,0,1,2,0,0,0,9,668961
Sachithra Senanayake,b McClenaghan,14,4,5,2,1,350,10,668961
Rangana Herath,not out,0,1,2,0,0,0,11,668961
Dimuth Karunaratne,c Neesham b Mills,4,8,9,0,0,50,1,668963
Tillakaratne Dilshan,not out,55,72,99,9,0,76.39,2,668963
Kumar Sangakkara,not out,71,59,89,9,0,120.34,3,668963
Mahela Jayawardene,c †Ronchi b McCullum,46,46,65,8,0,100,1,668965
Tillakaratne Dilshan,c †Ronchi b McClenaghan,53,50,84,8,0,106,2,668965
Kumar Sangakkara,b McCullum,0,2,1,0,0,0,3,668965
Lahiru Thirimanne,c Latham b Mills,23,29,47,4,0,79.31,4,668965
Angelo Mathews,c †Ronchi b McClenaghan,0,1,2,0,0,0,5,668965
Dinesh Chandimal,lbw b Neesham,15,19,33,2,0,78.95,6,668965
Thisara Perera,c Latham b Ellis,8,14,20,0,0,57.14,7,668965
Nuwan Kulasekara,c Mills b Neesham,14,17,29,1,0,82.35,8,668965
Sachithra Senanayake,not out,21,14,24,1,1,150,9,668965
Rangana Herath,not out,17,7,9,4,0,242.86,10,668965
Kusal Perera,lbw b Mohammad Hafeez,64,68,91,5,1,94.12,1,657637
Tillakaratne Dilshan,c Mohammad Hafeez b Junaid Khan,30,43,53,2,0,69.77,2,657637
Kumar Sangakkara,c †Umar Akmal b Shahid Afridi,23,33,47,0,0,69.7,3,657637
Dinesh Chandimal,run out (Saeed Ajmal),46,50,77,2,3,92,4,657637
Lahiru Thirimanne,c Sohaib Maqsood b Shahid Afridi,10,16,15,1,0,62.5,5,657637
Angelo Mathews,c Sohail Tanvir b Junaid Khan,31,32,57,2,1,96.88,6,657637
Thisara Perera,c Misbah-ul-Haq b Bilawal Bhatti,6,6,9,1,0,100,7,657637
Seekkuge Prasanna,c Sharjeel Khan b Junaid Khan,42,25,52,4,3,168,8,657637
Sachithra Senanayake,c sub (Anwar Ali) b Sohail Tanvir,42,24,40,7,1,175,9,657637
Lasith Malinga,run out (Bilawal Bhatti/†Umar Akmal),0,0,4,0,0,0,10,657637
Suranga Lakmal,not out,1,1,2,0,0,100,11,657637
Kusal Perera,run out (Bilawal Bhatti),16,24,36,2,0,66.67,1,657639
Tillakaratne Dilshan,run out (Mohammad Hafeez),40,48,65,6,0,83.33,2,657639
Kumar Sangakkara,b Saeed Ajmal,58,67,109,4,1,86.57,3,657639
Dinesh Chandimal,b Junaid Khan,44,57,88,0,1,77.19,4,657639
Thisara Perera,b Junaid Khan,5,14,19,0,0,35.71,5,657639
Angelo Mathews,c Ahmed Shehzad b Shahid Afridi,47,44,82,2,0,106.82,6,657639
Nuwan Kulasekara,st †Umar Akmal b Shahid Afridi,32,26,33,3,2,123.08,7,657639
Seekkuge Prasanna,b Junaid Khan,6,5,5,1,0,120,8,657639
Dimuth Karunaratne,not out,16,12,35,1,0,133.33,9,657639
Sachithra Senanayake,not out,6,3,2,1,0,200,10,657639
Kusal Perera,c Ahmed Shehzad b Umar Gul,7,13,15,0,0,53.85,1,657641
Tillakaratne Dilshan,b Shahid Afridi,59,62,94,10,0,95.16,2,657641
Dimuth Karunaratne,c †Umar Akmal b Umar Gul,0,4,2,0,0,0,3,657641
Kumar Sangakkara,c Sohaib Maqsood b Junaid Khan,14,14,25,2,1,100,4,657641
Dinesh Chandimal,c Sohaib Maqsood b Mohammad Hafeez,36,53,72,3,0,67.92,5,657641
Angelo Mathews,c †Umar Akmal b Saeed Ajmal,44,51,68,1,3,86.27,6,657641
Nuwan Kulasekara,c †Umar Akmal b Saeed Ajmal,1,11,7,0,0,9.09,7,657641
Seekkuge Prasanna,c Saeed Ajmal b Mohammad Hafeez,22,15,9,2,2,146.67,8,657641
Thisara Perera,c Shahid Afridi b Junaid Khan,2,6,12,0,0,33.33,9,657641
Sachithra Senanayake,not out,4,12,30,0,0,33.33,10,657641
Lasith Malinga,b Umar Gul,19,27,20,4,0,70.37,11,657641
Kusal Perera,c Misbah-ul-Haq b Umar Gul,8,8,8,1,0,100,1,657643
Tillakaratne Dilshan,b Umar Gul,8,7,18,1,0,114.29,2,657643
Kumar Sangakkara,run out (sub [Anwar Ali]/Mohammad Hafeez),51,78,109,3,0,65.38,3,657643
Dinesh Chandimal,c Misbah-ul-Haq b Umar Gul,5,12,17,1,0,41.67,4,657643
Ashan Priyanjan,b Junaid Khan,74,93,112,10,0,79.57,5,657643
Angelo Mathews,lbw b Saeed Ajmal,38,46,64,2,1,82.61,6,657643
Nuwan Kulasekara,c & b Saeed Ajmal,1,7,6,0,0,14.29,7,657643
Kithuruwan Vithanage,c Sohaib Maqsood b Junaid Khan,27,26,44,4,0,103.85,8,657643
Sachithra Senanayake,b Saeed Ajmal,0,1,1,0,0,0,9,657643
Suranga Lakmal,not out,2,11,18,0,0,18.18,10,657643
Lasith Malinga,c †Umar Akmal b Saeed Ajmal,0,5,4,0,0,0,11,657643
Kusal Perera,lbw b Mohammad Hafeez,47,41,54,3,4,114.63,1,657645
Tillakaratne Dilshan,c Saeed Ajmal b Junaid Khan,45,69,100,4,0,65.22,2,657645
Kumar Sangakkara,b Junaid Khan,22,48,67,0,0,45.83,3,657645
Dinesh Chandimal,not out,64,70,125,1,1,91.43,4,657645
Ashan Priyanjan,c †Umar Akmal b Umar Gul,1,6,8,0,0,16.67,5,657645
Angelo Mathews,c †Umar Akmal b Anwar Ali,8,31,43,0,0,25.81,6,657645
Kithuruwan Vithanage,b Saeed Ajmal,14,13,14,2,0,107.69,7,657645
Sachithra Senanayake,c Mohammad Hafeez b Junaid Khan,3,5,6,0,0,60,8,657645
Lasith Malinga,b Saeed Ajmal,0,1,2,0,0,0,9,657645
Ajantha Mendis,not out,19,14,23,2,1,135.71,10,657645
Kusal Perera,lbw b Rubel Hossain,20,18,28,2,1,111.11,1,690355
Tillakaratne Dilshan,c Mushfiqur Rahim b Rubel Hossain,3,11,20,0,0,27.27,2,690355
Kumar Sangakkara,c Arafat Sunny b Al-Amin Hossain,8,14,30,1,0,57.14,3,690355
Dinesh Chandimal,run out (Shakib Al Hasan/Arafat Sunny),13,28,43,0,0,46.43,4,690355
Ashan Priyanjan,lbw b Shakib Al Hasan,6,8,9,1,0,75,5,690355
Angelo Mathews,b Arafat Sunny,3,15,16,0,0,20,6,690355
Kithuruwan Vithanage,run out (Mushfiqur Rahim),7,22,22,1,0,31.82,7,690355
Nuwan Kulasekara,b Arafat Sunny,0,9,6,0,0,0,8,690355
Thisara Perera,not out,80,57,84,4,6,140.35,9,690355
Sachithra Senanayake,b Shakib Al Hasan,30,48,54,2,1,62.5,10,690355
Lasith Malinga,c †Anamul Haque b Sohag Gazi,0,10,19,0,0,0,11,690355
Kusal Perera,c Shamsur Rahman b Rubel Hossain,8,7,8,2,0,114.29,1,690357
Tillakaratne Dilshan,c Mushfiqur Rahim b Rubel Hossain,8,16,38,1,0,50,2,690357
Kumar Sangakkara,c Mahmudullah b Arafat Sunny,128,115,181,14,0,111.3,3,690357
Dinesh Chandimal,c Shamsur Rahman b Sohag Gazi,9,14,20,0,0,64.29,4,690357
Ashan Priyanjan,lbw b Shakib Al Hasan,60,97,90,7,0,61.86,5,690357
Angelo Mathews,not out,56,39,58,6,1,143.59,6,690357
Thisara Perera,c Mahmudullah b Rubel Hossain,0,3,4,0,0,0,7,690357
Kithuruwan Vithanage,not out,13,9,12,2,0,144.44,8,690357
Kusal Perera,b Rubel Hossain,106,124,142,6,5,85.48,1,690359
Lahiru Thirimanne,c Shamsur Rahman b Mahmudullah,18,31,36,2,0,58.06,2,690359
Kithuruwan Vithanage,b Mahmudullah,9,15,16,1,0,60,3,690359
Dinesh Chandimal,c †Anamul Haque b Rubel Hossain,64,70,98,4,0,91.43,4,690359
Angelo Mathews,not out,20,26,36,0,1,76.92,5,690359
Ashan Priyanjan,not out,22,19,26,4,0,115.79,6,690359
Kusal Perera,c †Umar Akmal b Umar Gul,14,26,29,3,0,53.85,1,710291
Lahiru Thirimanne,b Saeed Ajmal,102,110,155,11,1,92.73,2,710291
Kumar Sangakkara,c Ahmed Shehzad b Umar Gul,67,65,103,8,0,103.08,3,710291
Mahela Jayawardene,b Shahid Afridi,13,19,33,0,0,68.42,4,710291
Angelo Mathews,not out,55,50,62,5,1,110,5,710291
Thisara Perera,c Ahmed Shehzad b Shahid Afridi,6,9,16,0,0,66.67,6,710291
Chaturanga de Silva,run out (Ahmed Shehzad),2,2,5,0,0,100,7,710291
Dinesh Chandimal,not out,19,19,27,2,0,100,8,710291
Kusal Perera,c †Karthik b Ashwin,64,81,103,4,2,79.01,1,710297
Lahiru Thirimanne,lbw b Ashwin,38,55,66,4,1,69.09,2,710297
Kumar Sangakkara,c Ashwin b Mohammed Shami,103,84,145,12,1,122.62,3,710297
Mahela Jayawardene,c Sharma b Jadeja,9,12,19,1,0,75,4,710297
Dinesh Chandimal,b Jadeja,0,1,1,0,0,0,5,710297
Angelo Mathews,lbw b Mohammed Shami,6,18,21,0,0,33.33,6,710297
Sachithra Senanayake,c Sharma b Mohammed Shami,12,13,11,2,0,92.31,7,710297
Chaturanga de Silva,lbw b Jadeja,9,12,21,1,0,75,8,710297
Thisara Perera,not out,11,18,36,0,0,61.11,9,710297
Ajantha Mendis,not out,5,2,5,1,0,250,10,710297
Kusal Perera,b Mirwais Ashraf,33,49,63,4,1,67.35,1,710303
Lahiru Thirimanne,b Shapoor Zadran,5,16,20,0,0,31.25,2,710303
Kumar Sangakkara,run out (Dawlat Zadran/Mohammad Nabi),76,102,136,6,1,74.51,3,710303
Mahela Jayawardene,c Mohammad Nabi b Mirwais Ashraf,14,14,28,2,0,100,4,710303
Dinesh Chandimal,b Amir Hamza,26,41,60,1,0,63.41,5,710303
Angelo Mathews,not out,45,41,70,4,0,109.76,6,710303
Chaturanga de Silva,c Mirwais Ashraf b Dawlat Zadran,17,16,20,1,0,106.25,7,710303
Thisara Perera,not out,19,23,45,0,0,82.61,8,710303
Kusal Perera,c †Anamul Haque b Al-Amin Hossain,0,2,2,0,0,0,1,710309
Lahiru Thirimanne,c Rubel Hossain b Arafat Sunny,33,60,101,3,0,55,2,710309
Kumar Sangakkara,c Nasir Hossain b Al-Amin Hossain,2,5,7,0,0,40,3,710309
Mahela Jayawardene,run out (Mahmudullah/Rubel Hossain),0,5,5,0,0,0,4,710309
Ashan Priyanjan,c †Anamul Haque b Ziaur Rahman,24,38,47,3,0,63.16,5,710309
Angelo Mathews,not out,74,103,153,7,1,71.84,6,710309
Chaturanga de Silva,c †Anamul Haque b Mahmudullah,44,52,72,5,0,84.62,7,710309
Thisara Perera,run out (Rubel Hossain),15,23,33,0,0,65.22,8,710309
Sachithra Senanayake,not out,7,6,9,1,0,116.67,9,710309
Kusal Perera,st †Umar Akmal b Saeed Ajmal,42,37,41,6,1,113.51,1,710311
Lahiru Thirimanne,b Saeed Ajmal,101,108,199,13,0,93.52,2,710311
Kumar Sangakkara,lbw b Saeed Ajmal,0,1,1,0,0,0,3,710311
Mahela Jayawardene,c Sharjeel Khan b Mohammad Talha,75,93,123,9,1,80.65,4,710311
Ashan Priyanjan,c †Umar Akmal b Junaid Khan,13,18,19,2,0,72.22,5,710311
Angelo Mathews,not out,16,13,23,2,0,123.08,6,710311
Chaturanga de Silva,not out,6,9,11,1,0,66.67,7,710311
Kusal Perera,c KJ O'Brien b Murtagh,0,4,-,0,0,0,1,706767
Upul Tharanga,c †Wilson b Thompson,24,52,-,3,0,46.15,2,706767
Lahiru Thirimanne,c †Wilson b Cusack,8,24,-,0,0,33.33,3,706767
Dinesh Chandimal,c & b KJ O'Brien,39,61,-,3,0,63.93,4,706767
Angelo Mathews,run out (NJ O'Brien),30,53,-,4,0,56.6,5,706767
Kithuruwan Vithanage,c Joyce b Stirling,5,5,-,1,0,100,6,706767
Ashan Priyanjan,c Joyce b Dockrell,31,44,-,4,0,70.45,7,706767
Nuwan Kulasekara,not out,42,34,-,3,2,123.53,8,706767
Sachithra Senanayake,c Dockrell b Murtagh,3,14,-,0,0,21.43,9,706767
Ajantha Mendis,not out,18,9,-,3,0,200,10,706767
Lahiru Thirimanne,lbw b Anderson,0,5,3,0,0,0,1,667889
Tillakaratne Dilshan,c Ballance b Jordan,33,40,60,5,0,82.5,2,667889
Kumar Sangakkara,b Gurney,8,13,19,2,0,61.54,3,667889
Mahela Jayawardene,c Morgan b Tredwell,35,41,49,4,0,85.37,4,667889
Angelo Mathews,c Cook b Tredwell,18,21,34,2,0,85.71,5,667889
Dinesh Chandimal,c †Buttler b Jordan,8,8,11,1,0,100,6,667889
Nuwan Kulasekara,c †Buttler b Jordan,0,3,2,0,0,0,7,667889
Thisara Perera,c Root b Tredwell,2,6,10,0,0,33.33,8,667889
Sachithra Senanayake,c Bell b Gurney,11,11,23,1,0,100,9,667889
Lasith Malinga,b Bopara,10,16,20,1,0,62.5,10,667889
Suranga Lakmal,not out,4,5,4,0,0,80,11,667889
Lahiru Thirimanne,c Tredwell b Anderson,10,37,35,0,1,27.03,1,667891
Tillakaratne Dilshan,b Jordan,88,101,152,7,0,87.13,2,667891
Kumar Sangakkara,c †Buttler b Tredwell,40,67,83,2,0,59.7,3,667891
Mahela Jayawardene,run out (Ballance/†Buttler),2,8,8,0,0,25,4,667891
Angelo Mathews,c Bopara b Gurney,30,35,66,2,0,85.71,5,667891
Ashan Priyanjan,c Morgan b Anderson,43,33,51,2,2,130.3,6,667891
Dinesh Chandimal,c Bopara b Gurney,14,9,11,2,0,155.56,7,667891
Nuwan Kulasekara,c Root b Gurney,0,2,6,0,0,0,8,667891
Sachithra Senanayake,not out,2,2,7,0,0,100,9,667891
Dhammika Prasad,not out,7,6,5,0,0,116.67,10,667891
Lahiru Thirimanne,c †Buttler b Anderson,7,16,20,1,0,43.75,1,667893
Tillakaratne Dilshan,c †Buttler b Anderson,2,11,10,0,0,18.18,2,667893
Kumar Sangakkara,c †Buttler b Jordan,13,23,34,2,0,56.52,3,667893
Mahela Jayawardene,lbw b Tredwell,12,33,63,1,0,36.36,4,667893
Dinesh Chandimal,c Bell b Jordan,6,15,21,0,0,40,5,667893
Angelo Mathews,c †Buttler b Jordan,11,12,19,2,0,91.67,6,667893
Ashan Priyanjan,run out (Bopara),2,9,14,0,0,22.22,7,667893
Nuwan Kulasekara,c Tredwell b Jordan,5,13,10,0,0,38.46,8,667893
Sachithra Senanayake,c sub (CR Woakes) b Tredwell,0,1,4,0,0,0,9,667893
Rangana Herath,not out,0,5,7,0,0,0,10,667893
Lasith Malinga,lbw b Jordan,2,6,7,0,0,33.33,11,667893
Tillakaratne Dilshan,b Anderson,71,109,142,5,0,65.14,1,667895
Kusal Perera,c Jordan b Gurney,19,15,19,2,1,126.67,2,667895
Kumar Sangakkara,st †Buttler b Tredwell,112,104,156,14,0,107.69,3,667895
Mahela Jayawardene,c Anderson b Gurney,7,14,20,1,0,50,4,667895
Angelo Mathews,c Anderson b Jordan,30,30,50,4,0,100,5,667895
Lahiru Thirimanne,c Ballance b Anderson,16,14,26,2,0,114.29,6,667895
Ashan Priyanjan,c Morgan b Gurney,9,7,20,0,0,128.57,7,667895
Nuwan Kulasekara,b Jordan,0,2,2,0,0,0,8,667895
Sachithra Senanayake,c Cook b Gurney,12,5,8,1,1,240,9,667895
Ajantha Mendis,not out,4,1,3,1,0,400,10,667895
Lasith Malinga,not out,0,0,1,0,0,0,11,667895
Tillakaratne Dilshan,c Root b Tredwell,28,23,33,5,0,121.74,1,667897
Kusal Perera,lbw b Anderson,19,29,48,2,0,65.52,2,667897
Kumar Sangakkara,c Jordan b Tredwell,2,13,8,0,0,15.38,3,667897
Mahela Jayawardene,c Anderson b Jordan,53,90,110,4,0,58.89,4,667897
Lahiru Thirimanne,not out,60,101,154,2,1,59.41,5,667897
Angelo Mathews,not out,42,34,49,6,0,123.53,6,667897
Kusal Perera,c Morkel b Philander,34,33,38,6,0,103.03,1,730083
Tillakaratne Dilshan,c †de Kock b Morkel,40,46,80,5,0,86.96,2,730083
Kumar Sangakkara,c sub (F du Plessis) b McLaren,88,84,144,9,0,104.76,3,730083
Mahela Jayawardene,c †de Kock b Imran Tahir,10,16,27,0,0,62.5,4,730083
Ashan Priyanjan,c Kallis b Imran Tahir,5,8,11,0,0,62.5,5,730083
