Score;Wickets;Overs;RPO;Target;Inning;Result;Opposition;Ground;Date;Match_Id;URL_Text;Batting_Session;Bowling_Session;Venue;Toss_Won;Toss;Series;Season;Player Of The Match;Match number;Hours of play (local time);Match days;ODI debut;Umpires;TV Umpire;Reserve Umpire;Match Referee;Points;Player Of The Series;Series result;LIST-A debut
254;7;50.0;5.08;;1;lost;England;Birmingham;24 Jun 2016;913625;ODI # 3753;14.00-17.30;18.15-21.45;Edgbaston, Birmingham;True;Sri Lanka, elected to bat first;Sri Lanka tour of England and Ireland;2016;Jason Roy;ODI No. 3753;14.00 start, First Session 14.00-17.30, Interval 17.30-18.15, Second Session 18.15-21.45;24 June 2016 - daynight match (50-over match);;Bruce OxenfordMichael Gough;Paul Reiffel;Tim Robinson;David Boon;England 2, Sri Lanka 0;;England led the 5-match series 1-0 ;
248;9;50.0;4.96;;1;n/r;England;Bristol;26 Jun 2016;913627;ODI # 3755;10.30-14.00;14.45-18.15;County Ground, Bristol;False;England, elected to field first;Sri Lanka tour of England and Ireland;2016;;ODI No. 3755;10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15;26 June 2016 - day match (50-over match);;Paul ReiffelTim Robinson;Bruce Oxenford;Rob Bailey;David Boon;Sri Lanka 1, England 1;;England led the 5-match series 1-0 ;
305;5;42.0;7.26;;1;lost;England;The Oval;29 Jun 2016;913629;ODI # 3757;13.00-16.30;17.15-20.45;Kennington Oval, London;False;England, elected to field first;Sri Lanka tour of England and Ireland;2016;Jason Roy;ODI No. 3757;13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45;29 June 2016 - daynight match (50-over match);;Bruce OxenfordRob Bailey;Paul Reiffel;Michael Gough;David Boon;England 2, Sri Lanka 0;;England led the 5-match series 2-0 ;
202;10;42.4;4.73;325;2;lost;England;Cardiff;2 Jul 2016;913631;ODI # 3758;14.45-18.15;10.30-14.00;Sophia Gardens, Cardiff;True;Sri Lanka, elected to field first;Sri Lanka tour of England and Ireland;2016;Jos Buttler;ODI No. 3758;10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15;2 July 2016 - day match (50-over match);Chaminda Bandara;Michael GoughPaul Reiffel;Bruce Oxenford;Rob Bailey;David Boon;England 2, Sri Lanka 0;Jason Roy;England won the 5-match series 3-0 ;
227;8;50.0;4.54;;1;lost;Australia;Colombo (RPS);21 Aug 2016;995457;ODI # 3768;14:30-18:00;18:45-22:15;R.Premadasa Stadium, Khettarama, Colombo;False;Australia, elected to field first;Australia tour of Sri Lanka;2016;James Faulkner;ODI No. 3768;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;21 August 2016 - daynight match (50-over match);Amila AponsoLakshan Sandakan;Aleem DarRanmore Martinesz;Michael Gough;Raveendra Wimalasiri;Javagal Srinath;;;Australia led the 5-match series 1-0 ;
288;10;48.5;5.89;;1;won;Australia;Colombo (RPS);24 Aug 2016;995459;ODI # 3769;14:30-18:00;18:45-22:15;R.Premadasa Stadium, Khettarama, Colombo;True;Sri Lanka, elected to bat first;Australia tour of Sri Lanka;2016;Angelo Mathews;ODI No. 3769;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;24 August 2016 - daynight match (50-over match);;Michael GoughRaveendra Wimalasiri;Aleem Dar;Ranmore Martinesz;Javagal Srinath;;;5-match series level 1-1 ;
226;10;49.2;4.58;;1;lost;Australia;Dambulla;28 Aug 2016;995461;ODI # 3772;14:30-18:00;18:45-22:15;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to bat first;Australia tour of Sri Lanka;2016;George Bailey;ODI No. 3772;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;28 August 2016 - daynight match (50-over match);;Aleem DarRanmore Martinesz;Michael Gough;Raveendra Wimalasiri;Javagal Srinath;;;Australia led the 5-match series 2-1 ;
212;10;50.0;4.24;;1;lost;Australia;Dambulla;31 Aug 2016;995463;ODI # 3774;14:30-18:00;18:45-22:15;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to bat first;Australia tour of Sri Lanka;2016;John Hastings;ODI No. 3774;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;31 August 2016 - daynight match (50-over match);Avishka Fernando;Michael GoughRuchira Palliyaguruge;Aleem Dar;Ranmore Martinesz;Javagal Srinath;;;Australia led the 5-match series 3-1 ;Avishka Fernando
195;10;40.2;4.83;;1;lost;Australia;Pallekele;4 Sep 2016;995465;ODI # 3776;14:30-18:00;18:45-22:15;Pallekele International Cricket Stadium;True;Sri Lanka, elected to bat first;Australia tour of Sri Lanka;2016;David Warner;ODI No. 3776;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;01 September 2016 - daynight match (50-over match);;Aleem DarRuchira Palliyaguruge;Michael Gough;Ranmore Martinesz;Javagal Srinath;;George Bailey;Australia won the 5-match series 4-1 ;
155;2;24.3;6.32;155;2;won;Zimbabwe;Harare;14 Nov 2016;1059710;ODI # 3804;13.45-17.15;9.30-13.00;Harare Sports Club;True;Sri Lanka, elected to field first;Zimbabwe Tri-Nation SeriesSri Lanka tour of Zimbabwe;2016/17;Dhananjaya de Silva;ODI No. 3804;09.30 start, First Session 9.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15;14 November 2016 - day match (50-over match);Asela GunaratneCarl Mumba;Chettithody ShamshuddinRussell Tiffin;Marais Erasmus;Langton Rusere;Javagal Srinath;Sri Lanka 5, Zimbabwe 0;;;
165;10;43.1;3.82;228;2;lost;West Indies;Harare;16 Nov 2016;1059711;ODI # 3805;13.45-17.15;9.30-13.00;Harare Sports Club;True;Sri Lanka, elected to field first;Zimbabwe Tri-Nation SeriesSri Lanka tour of Zimbabwe;2016/17;Jason Holder;ODI No. 3805;09.30 start, First Session 9.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15;16 November 2016 - day match (50-over match);Ashley NurseRovman PowellShai Hope;Marais ErasmusRussell Tiffin;Chettithody Shamshuddin;Langton Rusere;Javagal Srinath;West Indies 5, Sri Lanka 0;;;
DNB;0;0.0;-;;0;n/r;Zimbabwe;Bulawayo;21 Nov 2016;1059713;ODI # 3807;13.45-17.15;9.30-13.00;Queens Sports Club, Bulawayo;False;Zimbabwe, elected to bat first;Zimbabwe Tri-Nation SeriesSri Lanka tour of Zimbabwe;2016/17;;ODI No. 3807;09.30 start, First Session 9.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15;21 November 2016 - day match (50-over match);;Langton RusereMichael Gough;Richard Illingworth;Jeremiah Matibiri;Javagal Srinath;Zimbabwe 2, Sri Lanka 2;;;
330;7;50.0;6.60;;1;won;West Indies;Bulawayo;23 Nov 2016;1059714;ODI # 3808;9.30-13.00;13.45-17.15;Queens Sports Club, Bulawayo;False;West Indies, elected to field first;Zimbabwe Tri-Nation SeriesSri Lanka tour of Zimbabwe;2016/17;Kusal Mendis;ODI No. 3808;09.30 start, First Session 9.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15;23 November 2016 - day match (50-over match);;Jeremiah MatibiriRichard Illingworth;Michael Gough;Langton Rusere;Javagal Srinath;Sri Lanka 4, West Indies 0;;;
166;4;37.3;4.42;161;2;won;Zimbabwe;Bulawayo;27 Nov 2016;1059716;ODI # 3810;13.45-17.15;9.30-13.00;Queens Sports Club, Bulawayo;False;Zimbabwe, elected to bat first;Zimbabwe Tri-Nation SeriesSri Lanka tour of Zimbabwe;2016/17;Kusal Mendis;ODI No. 3810;09.30 start, First Session 9.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15;27 November 2016 - day match (50-over match);Tarisai Musakanda;Jeremiah MatibiriRichard Illingworth;Michael Gough;Langton Rusere;Javagal Srinath;;Kusal Mendis;Sri Lanka won the 2016/17 Zimbabwe Tri-Nation Series ;
181;10;48.3;3.73;;1;lost;South Africa;Port Elizabeth;28 Jan 2017;936159;ODI # 3828;10.00-13.30;14.15-17.45;St George's Park, Port Elizabeth;False;South Africa, elected to field first;Sri Lanka tour of South Africa;2016/17;Imran Tahir;ODI No. 3828;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;28 January 2017 - day match (50-over match);Sandun Weerakkody;Bongani JeleRichard Kettleborough;Richard Illingworth;Shaun George;Richie Richardson;;;South Africa led the 5-match series 1-0 ;
186;10;37.5;4.91;308;2;lost;South Africa;Durban;1 Feb 2017;936161;ODI # 3830;17.45-21.15;13.30-17.00;Kingsmead, Durban;True;Sri Lanka, elected to field first;Sri Lanka tour of South Africa;2016/17;Faf du Plessis;ODI No. 3830;13.30 start, First Session 13.30-17.00 Interval 17.00-17.45, Second Session 17.45-21.15;1 February 2017 - daynight match (50-over match);;Richard IllingworthShaun George;Richard Kettleborough;Adrian Holdstock;Richie Richardson;;;South Africa led the 5-match series 2-0 ;
163;10;39.2;4.14;;1;lost;South Africa;Johannesburg;4 Feb 2017;936163;ODI # 3831;13.30-17.00;17.45-21.15;The Wanderers Stadium, Johannesburg;False;South Africa, elected to field first;Sri Lanka tour of South Africa;2016/17;Dwaine Pretorius;ODI No. 3831;13.30 start, First Session 13.30-17.00 Interval 17.00-17.45, Second Session 17.45-21.15;4 February 2017 - daynight match (50-over match);Lahiru KumaraLahiru Madushanka;Adrian HoldstockRichard Kettleborough;Richard Illingworth;Shaun George;Richie Richardson;;;South Africa led the 5-match series 3-0 ;Lahiru Kumara
327;10;48.1;6.78;368;2;lost;South Africa;Cape Town;7 Feb 2017;936165;ODI # 3833;17.45-21.15;13.30-17.00;Newlands, Cape Town;False;South Africa, elected to bat first;Sri Lanka tour of South Africa;2016/17;Faf du Plessis;ODI No. 3833;13.30 start, First Session 13.30-17.00 Interval 17.00-17.45, Second Session 17.45-21.15;7 February 2017 - daynight match (50-over match);;Adrian HoldstockRichard Illingworth;Richard Kettleborough;Shaun George;Richie Richardson;;;South Africa led the 5-match series 4-0 ;
296;8;50.0;5.92;385;2;lost;South Africa;Centurion;10 Feb 2017;936167;ODI # 3834;17.45-21.15;13.30-17.00;SuperSport Park, Centurion;True;Sri Lanka, elected to field first;Sri Lanka tour of South Africa;2016/17;Hashim Amla;ODI No. 3834;13.30 start, First Session 13.30-17.00 Interval 17.00-17.45, Second Session 17.45-21.15;10 February 2017 - daynight match (50-over match);;Richard KettleboroughShaun George;Richard Illingworth;Adrian Holdstock;Richie Richardson;;Faf du Plessis;South Africa won the 5-match series 5-0 ;
234;10;45.1;5.18;325;2;lost;Bangladesh;Dambulla;25 Mar 2017;1083446;ODI # 3855;18:45-22:15;14:30-18:00;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to field first;Bangladesh tour of Sri Lanka;2016/17;Tamim Iqbal;ODI No. 3855;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;25 March 2017 - daynight match (50-over match);Mehidy Hasan Miraz;Michael GoughRanmore Martinesz;Sundaram Ravi;Raveendra Wimalasiri;Andy Pycroft;;;Bangladesh led the 3-match series 1-0 ;
311;10;49.5;6.24;;1;n/r;Bangladesh;Dambulla;28 Mar 2017;1083447;ODI # 3856;14:30-18:00;18:45-22:15;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to bat first;Bangladesh tour of Sri Lanka;2016/17;;ODI No. 3856;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;28 March 2017 - daynight match (50-over match);;Ruchira PalliyagurugeSundaram Ravi;Michael Gough;Ranmore Martinesz;Andy Pycroft;;;Bangladesh led the 3-match series 1-0 ;
280;9;50.0;5.60;;1;won;Bangladesh;Colombo (SSC);1 Apr 2017;1083448;ODI # 3858;10.00-13.30;14.15-17.45;Sinhalese Sports Club Ground, Colombo;False;Bangladesh, elected to field first;Bangladesh tour of Sri Lanka;2016/17;Thisara Perera;ODI No. 3858;10.00 start, First Session 10.00-13.30 Interval 13.30-14.15, Second Session 14.15-17.45;01 April 2017 - day match (50-over match);;Michael GoughRuchira Palliyaguruge;Sundaram Ravi;Ranmore Martinesz;Andy Pycroft;;Kusal Mendis;3-match series drawn 1-1 ;
203;10;41.3;4.89;300;2;lost;South Africa;The Oval;3 Jun 2017;1022351;ODI # 3877;14:45-18:15;10:30-14:00;Kennington Oval, London;True;Sri Lanka, elected to field first;ICC Champions TrophySouth Africa tour of England;2017;Imran Tahir;ODI No. 3877;10:30 start, First Session 10:30-14:00 Interval 14:00-14:45, Second Session 14:45-18:15;03 June 2017 - day match (50-over match);;Aleem DarIan Gould;Paul Reiffel;Bruce Oxenford;David Boon;South Africa 2, Sri Lanka 0;;;
322;3;48.4;6.61;322;2;won;India;The Oval;8 Jun 2017;1022361;ODI # 3882;14:45-18:15;10:30-14:00;Kennington Oval, London;True;Sri Lanka, elected to field first;ICC Champions Trophy;2017;Kusal Mendis;ODI No. 3882;10:30 start, First Session 10:30-14:00 Interval 14:00-14:45, Second Session 14:45-18:15;08 June 2017 - day match (50-over match);;Richard KettleboroughRod Tucker;Marais Erasmus;Paul Reiffel;David Boon;Sri Lanka 2, India 0;;;
236;10;49.2;4.78;;1;lost;Pakistan;Cardiff;12 Jun 2017;1022369;ODI # 3888;10:30-14:00;14:45-18:15;Sophia Gardens, Cardiff;False;Pakistan, elected to field first;ICC Champions Trophy;2017;Sarfaraz Ahmed;ODI No. 3888;10:30 start, First Session 10:30-14:00 Interval 14:00-14:45, Second Session 14:45-18:15;12 June 2017 - day match (50-over match);Faheem Ashraf;Bruce OxenfordMarais Erasmus;Chris Gaffaney;Ian Gould;Chris Broad;Pakistan 2, Sri Lanka 0;;;
316;5;50.0;6.32;;1;lost;Zimbabwe;Galle;30 Jun 2017;1104478;ODI # 3897;09.45-13.15;14.00-17.30;Galle International Stadium;True;Sri Lanka, elected to bat first;Zimbabwe tour of Sri Lanka;2017;Solomon Mire;ODI No. 3897;09.45 start, First Session 09.45-13.15, Interval 13.15-14.00, Second Session 14.00-17.30;30 June 2017 - day match (50-over match);;Ian GouldRuchira Palliyaguruge;Nigel Llong;Ranmore Martinesz;Chris Broad;;;Zimbabwe led the 5-match series 1-0 ;
158;3;30.1;5.23;156;2;won;Zimbabwe;Galle;2 Jul 2017;1104479;ODI # 3899;14.00-17.30;09.45-13.15;Galle International Stadium;True;Sri Lanka, elected to field first;Zimbabwe tour of Sri Lanka;2017;Lakshan Sandakan;ODI No. 3899;09.45 start, First Session 09.45-13.15, Interval 13.15-14.00, Second Session 14.00-17.30;02 July 2017 - day match (50-over match);PWH de Silva;Nigel LlongRuchira Palliyaguruge;Ian Gould;Ranmore Martinesz;Chris Broad;;;5-match series level 1-1 ;
312;2;47.2;6.59;311;2;won;Zimbabwe;Hambantota;6 Jul 2017;1104480;ODI # 3901;14.00-17.30;09.45-13.15;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;True;Sri Lanka, elected to field first;Zimbabwe tour of Sri Lanka;2017;Danushka Gunathilaka;ODI No. 3901;09.45 start, First Session 09.45-13.15, Interval 13.15-14.00, Second Session 14.00-17.30;06 July 2017 - day match (50-over match);;Ian GouldRanmore Martinesz;Nigel Llong;Ruchira Palliyaguruge;Chris Broad;;;Sri Lanka led the 5-match series 2-1 ;
300;6;50.0;6.00;;1;lost;Zimbabwe;Hambantota;8 Jul 2017;1104481;ODI # 3903;09.45-13.15;14.00-17.30;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;True;Sri Lanka, elected to bat first;Zimbabwe tour of Sri Lanka;2017;Craig Ervine;ODI No. 3903;09.45 start, First Session 09.45-13.15, Interval 13.15-14.00, Second Session 14.00-17.30;08 July 2017 - day match (50-over match);Asitha Fernando;Nigel LlongRanmore Martinesz;Ian Gould;Ruchira Palliyaguruge;Chris Broad;;;5-match series level 2-2 ;
203;8;50.0;4.06;;1;lost;Zimbabwe;Hambantota;10 Jul 2017;1104482;ODI # 3904;09.45-13.15;14.00-17.30;Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota;False;Zimbabwe, elected to field first;Zimbabwe tour of Sri Lanka;2017;Sikandar Raza;ODI No. 3904;09.45 start, First Session 09.45-13.15, Interval 13.15-14.00, Second Session 14.00-17.30;10 July 2017 - day match (50-over match);;Ian GouldRaveendra Wimalasiri;Nigel Llong;Ranmore Martinesz;Chris Broad;;Hamilton Masakadza;Zimbabwe won the 5-match series 3-2 ;
216;10;43.2;4.98;;1;lost;India;Dambulla;20 Aug 2017;1109605;ODI # 3905;14:30-18:00;18:45-22:15;Rangiri Dambulla International Stadium;False;India, elected to field first;India tour of Sri Lanka;2017;Shikhar Dhawan;ODI No. 3905;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;20 August 2017 - daynight match (50-over match);Vishwa Fernando;Joel WilsonRuchira Palliyaguruge;Paul Reiffel;Ranmore Martinesz;Andy Pycroft;;;India led the 5-match series 1-0 ;
236;8;50.0;4.72;;1;lost;India;Pallekele;24 Aug 2017;1109606;ODI # 3906;14:30-18:00;18:45-22:15;Pallekele International Cricket Stadium;False;India, elected to field first;India tour of Sri Lanka;2017;Akila Dananjaya;ODI No. 3906;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;24 August 2017 - daynight match (50-over match);;Paul ReiffelRanmore Martinesz;Joel Wilson;Ruchira Palliyaguruge;Andy Pycroft;;;India led the 5-match series 2-0 ;
217;9;50.0;4.34;;1;lost;India;Pallekele;27 Aug 2017;1109607;ODI # 3907;14:30-18:00;18:45-22:15;Pallekele International Cricket Stadium;True;Sri Lanka, elected to bat first;India tour of Sri Lanka;2017;Jasprit Bumrah;ODI No. 3907;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;27 August 2017 - daynight match (50-over match);;Joel WilsonRuchira Palliyaguruge;Paul Reiffel;Raveendra Wimalasiri;Andy Pycroft;;;India led the 5-match series 3-0 ;
207;10;42.4;4.85;376;2;lost;India;Colombo (RPS);31 Aug 2017;1109608;ODI # 3908;18:45-22:15;14:30-18:00;R.Premadasa Stadium, Khettarama, Colombo;False;India, elected to bat first;India tour of Sri Lanka;2017;Virat Kohli;ODI No. 3908;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;31 August 2017 - daynight match (50-over match);Dilshan MunaweeraMalinda PushpakumaraShardul Thakur;Paul ReiffelRaveendra Wimalasiri;Joel Wilson;Ruchira Palliyaguruge;Andy Pycroft;;;India led the 5-match series 4-0 ;
238;10;49.4;4.79;;1;lost;India;Colombo (RPS);3 Sep 2017;1109609;ODI # 3909;14:30-18:00;18:45-22:15;R.Premadasa Stadium, Khettarama, Colombo;True;Sri Lanka, elected to bat first;India tour of Sri Lanka;2017;Bhuvneshwar Kumar;ODI No. 3909;14:30 start, First Session 14:30-18:00, Interval 18:00-18:45, Second Session 18:45-22:15;03 September 2017 - daynight match (50-over match);;Joel WilsonRanmore Martinesz;Paul Reiffel;Ruchira Palliyaguruge;Andy Pycroft;;Jasprit Bumrah;India won the 5-match series 5-0 ;
209;8;50.0;4.18;293;2;lost;Pakistan;Dubai (DSC);13 Oct 2017;1120286;ODI # 3922;;;Dubai International Cricket Stadium;True;Sri Lanka, elected to field first;Pakistan tour of United Arab EmiratesSri Lanka tour of United Arab Emirates and Pakistan;2017/18;Shoaib Malik;ODI No. 3922;;13 October 2017 - daynight match (50-over match);;Ahsan RazaSundaram Ravi;Richard Kettleborough;Shozab Raza;Andy Pycroft;;;Pakistan led the 5-match series 1-0 ;
187;10;48.0;3.89;220;2;lost;Pakistan;Abu Dhabi;16 Oct 2017;1120287;ODI # 3924;;;Sheikh Zayed Stadium, Abu Dhabi;False;Pakistan, elected to bat first;Pakistan tour of United Arab EmiratesSri Lanka tour of United Arab Emirates and Pakistan;2017/18;Shadab Khan;ODI No. 3924;;16 October 2017 - daynight match (50-over match);;Richard KettleboroughShozab Raza;Sundaram Ravi;Ahsan Raza;Andy Pycroft;;;Pakistan led the 5-match series 2-0 ;
208;10;48.2;4.30;;1;lost;Pakistan;Abu Dhabi;18 Oct 2017;1120288;ODI # 3926;;;Sheikh Zayed Stadium, Abu Dhabi;True;Sri Lanka, elected to bat first;Pakistan tour of United Arab EmiratesSri Lanka tour of United Arab Emirates and Pakistan;2017/18;Imam-ul-Haq;ODI No. 3926;;18 October 2017 - daynight match (50-over match);Imam-ul-Haq;Ahsan RazaSundaram Ravi;Richard Kettleborough;Shozab Raza;Andy Pycroft;;;Pakistan led the 5-match series 3-0 ;
173;10;43.4;3.96;;1;lost;Pakistan;Sharjah;20 Oct 2017;1120289;ODI # 3927;;;Sharjah Cricket Stadium;True;Sri Lanka, elected to bat first;Pakistan tour of United Arab EmiratesSri Lanka tour of United Arab Emirates and Pakistan;2017/18;Babar Azam;ODI No. 3927;;20 October 2017 - daynight match (50-over match);Sadeera SamarawickramaUsman Shinwari;Richard KettleboroughShozab Raza;Sundaram Ravi;Ahsan Raza;Andy Pycroft;;;Pakistan led the 5-match series 4-0 ;
103;10;26.2;3.91;;1;lost;Pakistan;Sharjah;23 Oct 2017;1120290;ODI # 3930;;;Sharjah Cricket Stadium;True;Sri Lanka, elected to bat first;Pakistan tour of United Arab EmiratesSri Lanka tour of United Arab Emirates and Pakistan;2017/18;Usman Shinwari;ODI No. 3930;;23 October 2017 - daynight match (50-over match);;Ahsan RazaSundaram Ravi;Richard Kettleborough;Shozab Raza;Andy Pycroft;;Hasan Ali;Pakistan won the 5-match series 5-0 ;
114;3;20.4;5.51;113;2;won;India;Dharamsala;10 Dec 2017;1122726;ODI # 3939;15.45-19.15;11.30-15.00;Himachal Pradesh Cricket Association Stadium, Dharamsala;True;Sri Lanka, elected to field first;Sri Lanka tour of India;2017/18;Suranga Lakmal;ODI No. 3939;11.30 start, First Session 11.30-15.00, Interval 15.00-15.45, Second Session 15.45-19.15;10 December 2017 - daynight match (50-over match);Shreyas Iyer;Anil ChaudharySimon Fry;Paul Reiffel;Nandan;Jeff Crowe;;;Sri Lanka led the 3-match series 1-0 ;
251;8;50.0;5.02;393;2;lost;India;Mohali;13 Dec 2017;1122727;ODI # 3941;15.45-19.15;11.30-15.00;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;True;Sri Lanka, elected to field first;Sri Lanka tour of India;2017/18;Rohit Sharma;ODI No. 3941;11.30 start, First Session 11.30-15.00, Interval 15.00-15.45, Second Session 15.45-19.15;13 December 2017 - daynight match (50-over match);Washington Sundar;NandanPaul Reiffel;Simon Fry;Nitin Menon;Jeff Crowe;;;3-match series level 1-1 ;
215;10;44.5;4.79;;1;lost;India;Visakhapatnam;17 Dec 2017;1122728;ODI # 3942;13.30-17.00;17.45-21.15;Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam;False;India, elected to field first;Sri Lanka tour of India;2017/18;Kuldeep Yadav;ODI No. 3942;13.30 start, First Session 13.30-17.00, Interval 17.00-17.45, Second Session 17.45-21.15;17 December 2017 - daynight match (50-over match);;Nitin MenonSimon Fry;Paul Reiffel;Nandan;Jeff Crowe;;Shikhar Dhawan;India won the 3-match series 2-1 ;
278;10;48.1;5.77;291;2;lost;Zimbabwe;Dhaka;17 Jan 2018;1130738;ODI # 3955;16.15-19.45;12.00-15.30;Shere Bangla National Stadium, Mirpur, Dhaka;True;Sri Lanka, elected to field first;Bangladesh Tri-Nation SeriesSri Lanka tour of Bangladesh;2017/18;Sikandar Raza;ODI No. 3955;12:00 start, First Session 12.00-15.30, Interval 15.30-16.15, Second Session 16.15-19.45;17 January 2018 - daynight match (50-over match);;Bruce OxenfordSharfuddoula;Chettithody Shamshuddin;Masudur Rahman;David Boon;Zimbabwe 4, Sri Lanka 0;;;
157;10;32.2;4.85;321;2;lost;Bangladesh;Dhaka;19 Jan 2018;1130739;ODI # 3959;16.15-19.45;12.00-15.30;Shere Bangla National Stadium, Mirpur, Dhaka;False;Bangladesh, elected to bat first;Bangladesh Tri-Nation SeriesSri Lanka tour of Bangladesh;2017/18;Shakib Al Hasan;ODI No. 3959;12:00 start, First Session 12.00-15.30, Interval 15.30-16.15, Second Session 16.15-19.45;19 January 2018 - daynight match (50-over match);;Anisur RahmanChettithody Shamshuddin;Bruce Oxenford;Masudur Rahman;David Boon;Bangladesh 5, Sri Lanka 0;;;
202;5;44.5;4.50;199;2;won;Zimbabwe;Dhaka;21 Jan 2018;1130740;ODI # 3962;16.15-19.45;12.00-15.30;Shere Bangla National Stadium, Mirpur, Dhaka;False;Zimbabwe, elected to bat first;Bangladesh Tri-Nation SeriesSri Lanka tour of Bangladesh;2017/18;Thisara Perera;ODI No. 3962;12:00 start, First Session 12.00-15.30, Interval 15.30-16.15, Second Session 16.15-19.45;21 January 2018 - daynight match (50-over match);;Bruce OxenfordMasudur Rahman;Chettithody Shamshuddin;Anisur Rahman;David Boon;Sri Lanka 4, Zimbabwe 0;;;
83;0;11.5;7.01;83;2;won;Bangladesh;Dhaka;25 Jan 2018;1130742;ODI # 3965;16.15-19.45;12.00-15.30;Shere Bangla National Stadium, Mirpur, Dhaka;False;Bangladesh, elected to bat first;Bangladesh Tri-Nation SeriesSri Lanka tour of Bangladesh;2017/18;Suranga Lakmal;ODI No. 3965;12:00 start, First Session 12.00-15.30, Interval 15.30-16.15, Second Session 16.15-19.45;25 January 2018 - daynight match (50-over match);;Anisur RahmanBruce Oxenford;Chettithody Shamshuddin;Masudur Rahman;David Boon;Sri Lanka 5, Bangladesh 0;;;
221;10;50.0;4.42;;1;won;Bangladesh;Dhaka;27 Jan 2018;1130743;ODI # 3967;12.00-15.30;16.15-19.45;Shere Bangla National Stadium, Mirpur, Dhaka;True;Sri Lanka, elected to bat first;Bangladesh Tri-Nation SeriesSri Lanka tour of Bangladesh;2017/18;Upul Tharanga;ODI No. 3967;12:00 start, First Session 12.00-15.30, Interval 15.30-16.15, Second Session 16.15-19.45;27 January 2018 - daynight match (50-over match);Shehan Madushanka;Chettithody ShamshuddinSharfuddoula;Bruce Oxenford;Anisur Rahman;David Boon;;Thisara Perera;Sri Lanka won the 2017/18 Bangladesh Tri-Nation Series ;
193;10;34.3;5.59;;1;lost;South Africa;Dambulla;29 Jul 2018;1142584;ODI # 4025;;;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to bat first;South Africa tour of Sri Lanka;2018;Tabraiz Shamsi;ODI No. 4025;;29 July 2018 - day match (50-over match);;Nigel LlongRuchira Palliyaguruge;Paul Reiffel;Ranmore Martinesz;Javagal Srinath;;;South Africa led the 5-match series 1-0 ;
244;8;50.0;4.88;;1;lost;South Africa;Dambulla;1 Aug 2018;1142585;ODI # 4027;;;Rangiri Dambulla International Stadium;True;Sri Lanka, elected to bat first;South Africa tour of Sri Lanka;2018;Quinton de Kock;ODI No. 4027;;01 August 2018 - daynight match (50-over match);Kasun RajithaPrabath Jayasuriya;Paul ReiffelRanmore Martinesz;Nigel Llong;Ruchira Palliyaguruge;Javagal Srinath;;;South Africa led the 5-match series 2-0 ;
285;10;45.2;6.28;364;2;lost;South Africa;Pallekele;5 Aug 2018;1142586;ODI # 4029;;;Pallekele International Cricket Stadium;True;Sri Lanka, elected to field first;South Africa tour of Sri Lanka;2018;Reeza Hendricks;ODI No. 4029;;05 August 2018 - day match (50-over match);Reeza Hendricks;Nigel LlongRaveendra Wimalasiri;Paul Reiffel;Lyndon Hannibal;Javagal Srinath;;;South Africa led the 5-match series 3-0 ;
