Name,Overs,Balls,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Match_Id
Suranga Lakmal,6,36,0,23,1,3.83,24,2,0,1,0,1059716
Sachith Pathirana,7,42,0,26,2,3.71,22,2,0,0,0,1059716
Dasun Shanaka,2,12,0,18,0,9,5,3,0,0,0,1059716
Jeffrey Vandersay,10,60,0,50,3,5,32,3,1,1,1,1059716
Asela Gunaratne,4.3,27,0,10,3,2.22,18,0,0,0,0,1059716
Nuwan Kulasekara,5,30,0,20,0,4,15,1,0,0,0,936159
Suranga Lakmal,6,36,1,29,0,4.83,20,4,0,1,0,936159
Dhananjaya de Silva,2,12,0,9,0,4.5,3,0,0,0,0,936159
Jeffrey Vandersay,7,42,0,51,0,7.29,19,5,2,0,0,936159
Lakshan Sandakan,8,48,0,35,1,4.38,27,4,0,1,0,936159
Asela Gunaratne,5,30,0,19,1,3.8,15,1,0,0,0,936159
Kusal Mendis,1.2,8,0,15,0,11.25,2,2,0,0,0,936159
Nuwan Kulasekara,10,60,0,76,1,7.6,23,6,3,1,0,936161
Suranga Lakmal,7,42,0,54,2,7.71,15,4,2,3,0,936161
Dhananjaya de Silva,8,48,0,42,1,5.25,18,0,2,0,0,936161
Chaturanga de Silva,4,24,0,23,0,5.75,11,2,0,0,0,936161
Lakshan Sandakan,10,60,0,51,1,5.1,19,2,0,1,0,936161
Sachith Pathirana,4,24,0,19,1,4.75,12,0,1,0,0,936161
Asela Gunaratne,7,42,0,37,0,5.29,17,1,1,0,0,936161
Suranga Lakmal,6,36,1,23,0,3.83,26,4,0,1,0,936163
Lahiru Kumara,8,48,0,49,1,6.13,26,4,1,5,1,936163
Lahiru Madushanka,4,24,0,15,1,3.75,13,1,0,0,0,936163
Lakshan Sandakan,6,36,0,33,0,5.5,18,3,0,1,0,936163
Sachith Pathirana,7,42,0,35,0,5,16,2,0,1,0,936163
Dhananjaya de Silva,1,6,0,8,0,8,1,1,0,0,0,936163
Nuwan Kulasekara,10,60,0,74,0,7.4,21,7,2,1,0,936165
Lahiru Kumara,7,42,0,73,2,10.43,14,11,2,0,0,936165
Lahiru Madushanka,10,60,0,69,1,6.9,19,5,1,2,1,936165
Dhananjaya de Silva,3,18,0,18,0,6,8,2,0,0,0,936165
Lakshan Sandakan,8,48,0,62,0,7.75,11,4,1,0,0,936165
Sachith Pathirana,10,60,0,55,2,5.5,14,2,0,1,0,936165
Asela Gunaratne,2,12,0,16,0,8,3,2,0,0,0,936165
Suranga Lakmal,10,60,0,71,3,7.1,27,9,1,4,0,936167
Lahiru Kumara,7,42,0,60,0,8.57,20,6,3,0,1,936167
Lahiru Madushanka,8,48,0,70,2,8.75,12,6,3,0,0,936167
Dhananjaya de Silva,4,24,0,24,0,6,7,2,0,0,0,936167
Sachith Pathirana,6,36,1,43,0,7.17,13,5,1,0,0,936167
Jeffrey Vandersay,10,60,0,61,1,6.1,15,3,0,1,0,936167
Asela Gunaratne,5,30,0,46,0,9.2,7,5,1,1,0,936167
Suranga Lakmal,8,48,0,45,2,5.63,30,6,1,0,0,1083446
Lahiru Kumara,8,48,0,74,1,9.25,18,9,2,3,0,1083446
Thisara Perera,8,48,0,63,0,7.88,20,9,1,0,0,1083446
Sachith Pathirana,5,30,0,27,0,5.4,13,1,0,2,0,1083446
Lakshan Sandakan,8,48,0,43,1,5.38,27,5,0,3,0,1083446
Asela Gunaratne,10,60,0,40,1,4,28,1,0,1,0,1083446
Danushka Gunathilaka,3,18,0,22,0,7.33,6,3,0,0,0,1083446
Nuwan Kulasekara,7.3,45,0,37,4,4.93,27,6,0,0,0,1083448
Suranga Lakmal,8,48,0,38,2,4.75,26,4,0,4,0,1083448
Dilruwan Perera,10,60,1,47,2,4.7,36,2,1,2,0,1083448
Thisara Perera,2,12,0,14,0,7,5,2,0,0,0,1083448
Asela Gunaratne,2,12,0,16,0,8,2,2,0,0,0,1083448
Seekkuge Prasanna,10,60,1,33,2,3.3,38,2,0,3,0,1083448
Milinda Siriwardana,5,30,1,23,0,4.6,17,3,0,0,0,1083448
Lasith Malinga,10,60,0,57,0,5.7,27,5,0,5,0,1022351
Suranga Lakmal,10,60,0,51,1,5.1,33,5,0,2,0,1022351
Nuwan Pradeep,10,60,0,54,2,5.4,31,5,1,1,0,1022351
Asela Gunaratne,10,60,0,64,0,6.4,12,1,1,1,0,1022351
Seekkuge Prasanna,10,60,0,72,1,7.2,21,6,2,1,0,1022351
Lasith Malinga,10,60,0,70,2,7,28,9,1,1,0,1022361
Suranga Lakmal,10,60,1,72,1,7.2,29,8,2,3,0,1022361
Nuwan Pradeep,10,60,0,73,1,7.3,23,7,1,2,0,1022361
Thisara Perera,9,54,0,54,1,6,27,2,4,0,0,1022361
Danushka Gunathilaka,8,48,0,41,0,5.13,24,5,0,0,0,1022361
Asela Gunaratne,3,18,0,7,1,2.33,11,0,0,0,0,1022361
Lasith Malinga,9.5,59,2,52,1,5.29,34,5,1,4,0,1022369
Suranga Lakmal,10,60,0,48,1,4.8,35,6,0,2,0,1022369
Nuwan Pradeep,10,60,0,60,3,6,30,5,1,3,0,1022369
Thisara Perera,8,48,0,43,1,5.38,27,2,1,4,0,1022369
Asela Gunaratne,5,30,0,19,0,3.8,17,2,0,0,0,1022369
Danushka Gunathilaka,1,6,0,2,0,2,4,0,0,0,0,1022369
Dhananjaya de Silva,1,6,0,3,0,3,3,0,0,0,0,1022369
Lasith Malinga,9,54,0,51,1,5.67,31,5,0,3,1,1104478
Nuwan Pradeep,9,54,1,52,0,5.78,25,5,0,0,0,1104478
Akila Dananjaya,10,60,0,61,1,6.1,28,7,0,1,0,1104478
Amila Aponso,8.4,52,0,77,0,8.88,16,8,1,3,0,1104478
Danushka Gunathilaka,2,12,0,13,0,6.5,4,1,0,1,0,1104478
Lahiru Madushanka,2,12,0,18,0,9,4,3,0,1,0,1104478
Asela Gunaratne,7,42,0,45,2,6.43,16,5,0,0,0,1104478
Lasith Malinga,3,18,1,17,0,5.67,14,4,0,0,1,1104479
Nuwan Pradeep,7,42,0,18,1,2.57,32,2,0,0,0,1104479
Dushmantha Chameera,5,30,0,23,0,4.6,21,4,0,2,0,1104479
Lakshan Sandakan,10,60,0,52,4,5.2,34,6,0,2,1,1104479
Asela Gunaratne,5,30,0,15,1,3,18,1,0,0,0,1104479
Danushka Gunathilaka,1,6,0,9,1,9,2,1,0,0,0,1104479
PWH de Silva,2.4,16,0,15,3,5.63,8,2,0,0,0,1104479
Lasith Malinga,9,54,0,71,1,7.89,21,7,1,2,1,1104480
Nuwan Pradeep,6,36,1,28,1,4.67,25,4,0,1,0,1104480
Dushmantha Chameera,7,42,0,34,0,4.86,23,4,0,0,0,1104480
Lakshan Sandakan,10,60,0,73,1,7.3,26,5,3,3,0,1104480
PWH de Silva,7,42,0,44,2,6.29,17,4,0,1,0,1104480
Asela Gunaratne,10,60,1,53,2,5.3,26,4,1,0,0,1104480
Danushka Gunathilaka,1,6,0,5,0,5,4,1,0,0,0,1104480
Lasith Malinga,4,24,1,18,0,4.5,18,1,1,0,0,1104481
Asitha Fernando,2,12,0,22,0,11,5,3,1,0,0,1104481
Dushmantha Chameera,5,30,0,32,1,6.4,18,6,0,1,0,1104481
Asela Gunaratne,7,42,0,41,1,5.86,18,4,1,0,0,1104481
PWH de Silva,6,36,0,40,3,6.67,15,5,0,0,0,1104481
Lakshan Sandakan,3.2,20,0,45,1,13.5,4,6,0,3,0,1104481
Danushka Gunathilaka,2,12,0,16,0,8,4,2,0,0,0,1104481
Lasith Malinga,10,60,0,44,2,4.4,34,4,0,1,1,1104482
Nuwan Kulasekara,3,18,0,25,0,8.33,11,4,1,1,0,1104482
Asela Gunaratne,4,24,0,23,1,5.75,9,2,0,0,0,1104482
Akila Dananjaya,10,60,1,47,4,4.7,36,3,2,0,0,1104482
PWH de Silva,6.1,37,0,45,0,7.3,18,4,2,0,0,1104482
Dushmantha Chameera,4,24,1,16,0,4,18,2,0,2,0,1104482
Danushka Gunathilaka,1,6,0,2,0,2,5,0,0,0,0,1104482
Lasith Malinga,8,48,0,52,0,6.5,21,5,1,1,0,1109605
Vishwa Fernando,6,36,0,43,0,7.17,19,7,0,1,0,1109605
Angelo Mathews,2,12,0,9,0,4.5,6,1,0,0,0,1109605
Thisara Perera,2,12,0,18,0,9,6,4,0,0,0,1109605
Lakshan Sandakan,6,36,0,63,0,10.5,10,7,3,0,0,1109605
PWH de Silva,4.5,29,0,35,0,7.24,13,6,0,0,0,1109605
Lasith Malinga,8,48,0,49,0,6.13,25,4,1,6,0,1109606
Vishwa Fernando,6.2,38,0,32,0,5.05,19,2,0,6,0,1109606
Angelo Mathews,3,18,0,11,0,3.67,11,1,0,1,0,1109606
Dushmantha Chameera,7,42,0,45,0,6.43,21,4,2,0,0,1109606
Akila Dananjaya,10,60,0,54,6,5.4,31,4,1,0,0,1109606
Milinda Siriwardana,10,60,0,39,1,3.9,35,2,1,1,0,1109606
Lasith Malinga,5,30,0,25,1,5,16,3,0,1,0,1109607
Vishwa Fernando,8.1,49,2,35,1,4.29,32,4,1,0,0,1109607
Dushmantha Chameera,10,60,1,59,0,5.9,30,8,0,0,0,1109607
Angelo Mathews,3,18,0,17,0,5.67,10,3,0,0,0,1109607
Akila Dananjaya,10,60,0,38,2,3.8,37,2,1,0,0,1109607
Milinda Siriwardana,9,54,0,43,0,4.78,26,3,1,0,0,1109607
Lasith Malinga,10,60,0,82,1,8.2,17,8,1,6,0,1109608
Vishwa Fernando,8,48,1,76,1,9.5,14,10,1,0,0,1109608
Angelo Mathews,6,36,2,24,2,4,25,2,1,0,0,1109608
Malinda Pushpakumara,9,54,0,65,0,7.22,16,5,2,0,0,1109608
Akila Dananjaya,10,60,0,68,1,6.8,23,6,2,0,0,1109608
PWH de Silva,2,12,0,19,0,9.5,2,3,0,0,0,1109608
Milinda Siriwardana,5,30,0,36,0,7.2,10,5,0,0,0,1109608
Lasith Malinga,8,48,1,35,1,4.38,26,3,0,1,0,1109609
Vishwa Fernando,7,42,0,40,1,5.71,17,3,0,1,1,1109609
Akila Dananjaya,10,60,0,49,0,4.9,27,1,0,0,0,1109609
Angelo Mathews,3,18,0,14,0,4.67,6,0,0,0,0,1109609
Malinda Pushpakumara,10,60,0,40,1,4,35,4,0,0,0,1109609
Milinda Siriwardana,4,24,0,28,0,7,10,4,0,1,0,1109609
PWH de Silva,4.3,27,0,29,1,6.44,13,4,0,0,0,1109609
Suranga Lakmal,10,60,0,47,2,4.7,27,2,0,3,0,1120286
Lahiru Gamage,8,48,0,49,1,6.13,25,6,0,2,0,1120286
Akila Dananjaya,8,48,0,51,1,6.38,23,3,2,2,0,1120286
Thisara Perera,8,48,0,68,1,8.5,11,4,2,1,0,1120286
Jeffrey Vandersay,10,60,0,47,1,4.7,28,4,0,0,0,1120286
Milinda Siriwardana,6,36,0,28,0,4.67,16,2,0,0,0,1120286
Suranga Lakmal,10,60,0,42,1,4.2,34,3,0,2,0,1120287
Lahiru Gamage,10,60,0,57,4,5.7,30,3,2,1,0,1120287
Jeffrey Vandersay,9,54,0,44,1,4.89,23,4,0,0,0,1120287
Thisara Perera,10,60,0,34,2,3.4,31,0,0,0,0,1120287
Akila Dananjaya,9,54,0,30,0,3.33,28,0,0,0,0,1120287
Milinda Siriwardana,2,12,0,9,0,4.5,5,0,0,0,0,1120287
Lahiru Gamage,7,42,1,35,1,5,28,5,1,1,0,1120288
Dushmantha Chameera,10,60,0,33,0,3.3,40,1,0,3,0,1120288
Akila Dananjaya,10,60,0,57,0,5.7,26,1,2,2,0,1120288
Jeffrey Vandersay,9.3,57,1,43,1,4.53,31,3,0,1,0,1120288
Milinda Siriwardana,2,12,0,12,0,6,4,1,0,0,0,1120288
Thisara Perera,4,24,0,22,1,5.5,10,1,0,2,0,1120288
Suranga Lakmal,7,42,0,25,0,3.57,27,1,0,1,0,1120289
Lahiru Gamage,5,30,0,27,1,5.4,19,3,0,1,0,1120289
Akila Dananjaya,8,48,1,29,1,3.63,31,1,1,1,0,1120289
Seekkuge Prasanna,10,60,0,44,1,4.4,29,1,1,0,0,1120289
Thisara Perera,4,24,0,16,0,4,12,1,0,0,0,1120289
Milinda Siriwardana,5,30,0,34,0,6.8,11,2,1,1,0,1120289
Dushmantha Chameera,4,24,1,13,0,3.25,16,1,0,0,0,1120290
Vishwa Fernando,4,24,1,21,0,5.25,16,4,0,0,0,1120290
Jeffrey Vandersay,6.2,38,0,30,1,4.74,21,4,0,1,0,1120290
Thisara Perera,2,12,0,18,0,9,5,2,1,0,0,1120290
Seekkuge Prasanna,4,24,0,21,0,5.25,8,0,0,2,0,1120290
Suranga Lakmal,10,60,4,13,4,1.3,53,1,0,1,0,1122726
Angelo Mathews,5,30,2,8,1,1.6,27,1,0,1,0,1122726
Nuwan Pradeep,10,60,4,37,2,3.7,47,6,1,0,0,1122726
Thisara Perera,4.2,26,0,29,1,6.69,15,6,0,0,0,1122726
Akila Dananjaya,5,30,2,7,1,1.4,26,1,0,0,0,1122726
Sachith Pathirana,4,24,1,16,1,4,19,2,1,0,0,1122726
Angelo Mathews,4,24,1,9,0,2.25,18,1,0,0,0,1122727
Suranga Lakmal,8,48,0,71,0,8.88,21,7,4,1,0,1122727
Thisara Perera,8,48,0,80,3,10,14,5,5,1,0,1122727
Nuwan Pradeep,10,60,0,106,0,10.6,15,9,5,3,0,1122727
Akila Dananjaya,10,60,0,51,0,5.1,24,3,0,1,0,1122727
Sachith Pathirana,9,54,0,63,1,7,19,6,1,3,0,1122727
Asela Gunaratne,1,6,0,10,0,10,1,1,0,2,0,1122727
Suranga Lakmal,5,30,2,20,0,4,22,3,0,1,0,1122728
Akila Dananjaya,7.1,43,0,53,1,7.4,22,5,2,2,0,1122728
Angelo Mathews,3,18,0,30,0,10,4,5,0,0,0,1122728
Sachith Pathirana,4,24,0,33,0,8.25,6,3,1,0,0,1122728
Nuwan Pradeep,3,18,0,10,0,3.33,11,1,0,0,0,1122728
Thisara Perera,5,30,0,25,1,5,14,3,0,0,0,1122728
Asela Gunaratne,4,24,0,30,0,7.5,12,3,0,4,0,1122728
Danushka Gunathilaka,1,6,0,12,0,12,2,1,1,0,0,1122728
Suranga Lakmal,10,60,0,70,1,7,29,11,0,2,0,1130738
Akila Dananjaya,10,60,0,67,0,6.7,27,9,1,0,0,1130738
Thisara Perera,10,60,0,43,2,4.3,42,3,2,2,0,1130738
Dushmantha Chameera,10,60,0,51,0,5.1,33,4,0,5,0,1130738
PWH de Silva,3,18,0,18,0,6,5,1,0,0,0,1130738
Asela Gunaratne,7,42,0,37,3,5.29,15,1,1,1,0,1130738
Suranga Lakmal,9,54,0,60,0,6.67,26,8,1,1,0,1130739
Nuwan Pradeep,10,60,0,66,2,6.6,25,9,0,1,0,1130739
Akila Dananjaya,10,60,0,40,1,4,34,2,1,2,0,1130739
Thisara Perera,9,54,0,60,3,6.67,20,5,1,3,0,1130739
Asela Gunaratne,5,30,0,38,1,7.6,9,1,2,0,0,1130739
PWH de Silva,7,42,0,51,0,7.29,10,3,1,0,0,1130739
Suranga Lakmal,7,42,0,23,0,3.29,26,2,0,0,0,1130740
Nuwan Pradeep,8,48,2,28,3,3.5,38,4,0,2,0,1130740
Thisara Perera,8,48,0,33,4,4.13,33,4,0,2,0,1130740
Akila Dananjaya,10,60,0,45,0,4.5,29,3,0,2,0,1130740
Lakshan Sandakan,10,60,0,57,2,5.7,26,5,0,5,0,1130740
Asela Gunaratne,1,6,0,4,0,4,2,0,0,0,0,1130740
Suranga Lakmal,7,42,1,21,3,3,34,2,0,1,0,1130742
Dushmantha Chameera,5,30,1,6,2,1.2,26,0,0,2,0,1130742
Thisara Perera,6,36,0,27,2,4.5,22,4,0,1,0,1130742
Lakshan Sandakan,6,36,0,24,2,4,21,1,0,2,0,1130742
Suranga Lakmal,9,54,2,29,0,3.22,39,1,2,0,0,1130743
Dushmantha Chameera,8,48,1,17,2,2.13,35,1,0,1,0,1130743
Thisara Perera,7,42,0,31,0,4.43,23,3,0,0,0,1130743
Shehan Madushanka,6.1,37,1,26,3,4.22,23,2,0,2,0,1130743
Akila Dananjaya,9,54,0,30,2,3.33,37,0,2,2,0,1130743
Danushka Gunathilaka,2,12,1,4,0,2,9,0,0,1,0,1130743
Akila Dananjaya,10,60,0,50,3,5,38,6,1,0,0,1142584
Suranga Lakmal,6,36,0,37,1,6.17,21,6,0,1,0,1142584
Shehan Jayasuriya,4,24,0,23,0,5.75,14,2,1,1,0,1142584
Lahiru Kumara,3,18,0,11,0,3.67,12,1,0,1,0,1142584
Lakshan Sandakan,8,48,0,74,1,9.25,18,12,1,1,0,1142584
Suranga Lakmal,7,42,0,39,1,5.57,22,4,0,0,0,1142585
Kasun Rajitha,5.5,35,0,44,1,7.54,17,6,1,0,0,1142585
Akila Dananjaya,10,60,0,60,3,6,30,6,1,2,0,1142585
Thisara Perera,7,42,0,34,1,4.86,25,4,0,1,0,1142585
Prabath Jayasuriya,10,60,0,53,0,5.3,32,5,1,0,0,1142585
Shehan Jayasuriya,3,18,0,16,0,5.33,9,0,1,0,0,1142585
Suranga Lakmal,9,54,1,59,0,6.56,31,7,2,2,1,1142586
Lahiru Kumara,10,60,0,67,2,6.7,29,9,0,2,0,1142586
Akila Dananjaya,10,60,0,81,1,8.1,20,5,3,4,0,1142586
Thisara Perera,10,60,0,75,4,7.5,23,7,1,0,0,1142586
Prabath Jayasuriya,6,36,0,42,0,7,10,2,1,0,0,1142586
Dhananjaya de Silva,5,30,0,32,0,6.4,13,3,1,0,0,1142586
Suranga Lakmal,5,30,0,46,3,9.2,11,5,1,1,1,1142587
Akila Dananjaya,3,18,0,30,1,10,7,4,1,2,0,1142587
Thisara Perera,4,24,0,32,2,8,8,4,0,1,0,1142587
Dasun Shanaka,2,12,0,20,1,10,1,3,0,0,0,1142587
Lahiru Kumara,3,18,0,28,0,9.33,7,3,1,0,0,1142587
Dhananjaya de Silva,4,24,0,26,1,6.5,8,1,1,2,0,1142587
Suranga Lakmal,4,24,0,22,1,5.5,17,5,0,0,0,1142588
Akila Dananjaya,9,54,0,29,6,3.22,37,3,0,0,0,1142588
Dhananjaya de Silva,4,24,0,21,1,5.25,13,3,0,0,0,1142588
Thisara Perera,2,12,0,14,0,7,3,0,1,0,0,1142588
Lahiru Kumara,5.4,34,0,34,2,6,17,5,0,1,0,1142588
Lasith Malinga,10,60,2,23,4,2.3,44,0,0,3,1,1153243
Suranga Lakmal,10,60,0,46,1,4.6,32,4,0,1,0,1153243
Amila Aponso,9,54,0,55,1,6.11,24,5,1,0,0,1153243
Thisara Perera,7.3,45,0,51,1,6.8,23,4,3,1,0,1153243
Dilruwan Perera,3,18,0,25,0,8.33,5,2,1,0,0,1153243
Dhananjaya de Silva,7,42,0,38,2,5.43,19,2,1,1,0,1153243
Dasun Shanaka,3,18,0,19,0,6.33,7,2,0,0,0,1153243
Lasith Malinga,10,60,0,66,1,6.6,28,8,0,3,0,1153245
Dushmantha Chameera,10,60,2,43,1,4.3,34,3,1,1,0,1153245
Thisara Perera,9,54,0,55,5,6.11,26,5,1,0,0,1153245
Akila Dananjaya,10,60,0,39,2,3.9,35,1,1,3,0,1153245
Dhananjaya de Silva,5,30,0,22,0,4.4,11,0,0,0,0,1153245
Shehan Jayasuriya,6,36,0,22,1,3.67,20,2,0,0,0,1153245
Lasith Malinga,5,30,0,37,0,7.4,17,7,0,2,0,1140379
Nuwan Pradeep,5,30,0,23,1,4.6,20,4,0,0,0,1140379
Akila Dananjaya,5,30,0,30,1,6,16,2,2,0,0,1140379
Lasith Malinga,10,60,1,44,5,4.4,34,5,0,1,1,1140380
Nuwan Pradeep,10,60,0,52,1,5.2,32,6,0,2,0,1140380
Akila Dananjaya,10,60,0,64,1,6.4,26,8,0,0,0,1140380
Thisara Perera,7,42,0,37,1,5.29,22,3,1,0,0,1140380
Lakshan Sandakan,9,54,0,59,0,6.56,18,5,0,1,1,1140380
Dhananjaya de Silva,4,24,0,19,1,4.75,13,1,1,0,0,1140380
Lasith Malinga,4,24,0,39,0,9.75,9,4,1,3,0,1140381
Amila Aponso,3.3,21,0,27,2,7.71,9,3,1,0,0,1140381
Akila Dananjaya,4,24,0,33,1,8.25,7,2,1,2,0,1140381
Dhananjaya de Silva,4,24,0,23,0,5.75,8,1,0,0,0,1140381
Nuwan Pradeep,2,12,0,21,0,10.5,2,2,1,0,0,1140381
Thisara Perera,1,6,0,8,0,8,2,1,0,0,0,1140381
Lasith Malinga,5,30,0,15,0,3,22,2,0,1,0,1140382
Amila Aponso,6,36,0,37,0,6.17,16,2,2,0,0,1140382
Kasun Rajitha,5,30,0,27,0,5.4,15,3,0,1,0,1140382
Akila Dananjaya,7,42,0,27,2,3.86,23,2,0,1,0,1140382
Dhananjaya de Silva,4,24,0,18,0,4.5,10,1,0,0,1,1140382
Kasun Rajitha,5,30,0,21,1,4.2,23,4,0,0,0,1140383
Dushmantha Chameera,6,36,0,20,3,3.33,26,2,0,1,0,1140383
Thisara Perera,2,12,0,18,0,9,3,3,0,0,0,1140383
Dhananjaya de Silva,4,24,0,18,1,4.5,14,1,1,0,0,1140383
Akila Dananjaya,6.1,37,0,19,4,3.08,23,1,0,0,0,1140383
Lakshan Sandakan,3,18,0,35,0,11.67,4,7,0,0,0,1140383
Lasith Malinga,10,60,0,78,2,7.8,21,7,1,4,2,1153840
Nuwan Pradeep,8,48,0,72,2,9,21,8,3,0,1,1153840
Thisara Perera,10,60,0,80,2,8,23,4,5,1,1,1153840
Seekkuge Prasanna,10,60,0,60,0,6,27,4,2,0,0,1153840
Lakshan Sandakan,10,60,0,64,0,6.4,22,2,3,0,0,1153840
Asela Gunaratne,1,6,0,5,0,5,1,0,0,0,0,1153840
Danushka Gunathilaka,1,6,0,10,0,10,2,2,0,0,0,1153840
Lasith Malinga,10,60,0,45,2,4.5,31,4,0,0,0,1153841
Nuwan Pradeep,9,54,0,59,1,6.56,18,6,0,0,0,1153841
Danushka Gunathilaka,1,6,0,10,0,10,1,1,0,0,0,1153841
Thisara Perera,7,42,0,69,0,9.86,14,4,5,2,0,1153841
Lakshan Sandakan,10,60,0,56,0,5.6,29,7,0,1,0,1153841
Seekkuge Prasanna,5,30,0,34,0,6.8,11,1,2,0,0,1153841
Asela Gunaratne,8,48,0,40,0,5,19,3,0,0,0,1153841
Lasith Malinga,10,60,1,93,3,9.3,26,5,6,1,0,1153842
Dushmantha Chameera,8,48,0,55,0,6.88,20,8,0,0,0,1153842
Nuwan Pradeep,9,54,1,77,0,8.56,26,9,2,5,1,1153842
Thisara Perera,2,12,0,8,0,4,7,1,0,0,0,1153842
Lakshan Sandakan,10,60,0,54,1,5.4,22,3,1,0,0,1153842
Dasun Shanaka,6,36,0,36,0,6,13,3,0,0,0,1153842
Dhananjaya de Silva,5,30,0,35,0,7,5,3,0,0,0,1153842
Lasith Malinga,7,42,0,37,0,5.29,21,4,0,1,0,1144167
Vishwa Fernando,5,30,0,43,1,8.6,13,7,0,1,0,1144167
Akila Dananjaya,10,60,0,52,1,5.2,27,6,0,0,0,1144167
Thisara Perera,3,18,0,22,0,7.33,10,3,0,0,0,1144167
Dhananjaya de Silva,4,24,0,21,0,5.25,15,2,1,0,0,1144167
Lakshan Sandakan,9.5,59,0,56,0,5.69,25,6,0,2,0,1144167
Lasith Malinga,9,54,0,39,2,4.33,31,3,0,3,0,1144168
Vishwa Fernando,5,30,0,47,1,9.4,13,9,0,1,0,1144168
Dhananjaya de Silva,8,48,0,55,2,6.88,18,6,1,0,0,1144168
Kasun Rajitha,7,42,0,46,1,6.57,26,9,0,2,0,1144168
Akila Dananjaya,9.1,55,1,38,1,4.15,28,3,0,0,0,1144168
Thisara Perera,7,42,0,26,3,3.71,27,3,0,1,0,1144168
Lasith Malinga,10,60,0,68,1,6.8,22,8,0,1,0,1144169
Isuru Udana,8,48,0,50,2,6.25,20,5,1,0,0,1144169
Kasun Rajitha,8,48,0,69,1,8.63,21,12,0,3,0,1144169
Akila Dananjaya,9,54,0,56,0,6.22,18,1,3,1,0,1144169
Thisara Perera,5,30,0,38,0,7.6,10,6,0,0,0,1144169
Kamindu Mendis,10,60,0,45,1,4.5,28,4,0,0,0,1144169
Dhananjaya de Silva,10,60,1,41,3,4.1,37,4,1,0,0,1144170
Lasith Malinga,7,42,0,38,0,5.43,24,5,0,1,0,1144170
Isuru Udana,2,12,0,15,0,7.5,3,2,0,0,0,1144170
Kasun Rajitha,5,30,0,32,1,6.4,13,4,0,1,0,1144170
Kamindu Mendis,4,24,0,34,0,8.5,8,4,1,0,0,1144170
Oshada Fernando,2,12,0,16,0,8,2,0,1,0,0,1144170
Thisara Perera,2.5,17,0,13,0,4.59,7,1,0,0,0,1144170
Lasith Malinga,6,36,0,22,1,3.67,25,1,0,1,0,1144171
Dhananjaya de Silva,1,6,0,3,0,3,4,0,0,0,0,1144171
Isuru Udana,7,42,1,37,0,5.29,22,4,0,1,0,1144171
Akila Dananjaya,7,42,0,38,0,5.43,19,4,0,0,0,1144171
Thisara Perera,5,30,0,20,1,4,15,1,0,0,0,1144171
Angelo Perera,2,12,0,11,0,5.5,5,1,0,0,0,1144171
Suranga Lakmal,7,42,0,55,2,7.86,22,7,2,2,0,1169332
Nuwan Pradeep,7,42,0,34,4,4.86,24,5,0,1,0,1169332
Dhananjaya de Silva,5.2,32,0,30,0,5.63,15,3,0,0,0,1169332
Thisara Perera,7,42,1,46,1,6.57,17,4,1,1,0,1169332
Isuru Udana,7,42,0,31,1,4.43,19,0,1,0,0,1169332
Lasith Malinga,5,30,0,46,0,9.2,9,6,0,1,1,1144485
Suranga Lakmal,4,24,0,28,0,7,12,2,1,1,0,1144485
Isuru Udana,3,18,0,24,0,8,6,2,1,0,0,1144485
Thisara Perera,3,18,0,25,0,8.33,6,4,0,0,0,1144485
Jeevan Mendis,1.1,7,0,11,0,9.43,2,0,1,0,0,1144485
Lasith Malinga,6.4,40,0,39,3,5.85,23,4,1,3,0,1144489
Suranga Lakmal,6,36,0,27,0,4.5,23,2,1,2,0,1144489
Isuru Udana,6,36,0,28,1,4.67,22,2,0,0,1,1144489
Nuwan Pradeep,9,54,1,31,4,3.44,41,3,0,4,0,1144489
Thisara Perera,4,24,0,19,1,4.75,16,2,0,2,0,1144489
Dhananjaya de Silva,1,6,0,7,0,7,2,1,0,0,0,1144489
Lasith Malinga,10,60,1,61,1,6.1,29,5,1,3,1,1144502
Nuwan Pradeep,10,60,0,88,0,8.8,26,13,2,1,0,1144502
Isuru Udana,10,60,0,57,2,5.7,24,4,0,1,0,1144502
Thisara Perera,10,60,0,67,0,6.7,19,6,1,1,0,1144502
Dhananjaya de Silva,8,48,0,40,2,5,24,1,2,2,0,1144502
Milinda Siriwardana,2,12,0,17,0,8.5,4,1,1,0,0,1144502
Lasith Malinga,10,60,1,43,4,4.3,39,5,0,2,0,1144509
Nuwan Pradeep,10,60,1,38,1,3.8,40,5,0,2,0,1144509
Dhananjaya de Silva,8,48,0,32,3,4,24,0,1,0,0,1144509
Thisara Perera,8,48,0,34,0,4.25,23,2,0,0,0,1144509
Isuru Udana,8,48,0,41,2,5.13,28,3,2,1,0,1144509
Jeevan Mendis,3,18,0,23,0,7.67,5,0,2,0,0,1144509
Lasith Malinga,10,60,1,47,1,4.7,38,6,0,2,0,1144517
Dhananjaya de Silva,4,24,0,18,0,4.5,14,2,0,1,0,1144517
Suranga Lakmal,6,36,0,47,0,7.83,15,4,1,1,0,1144517
Thisara Perera,5.2,32,1,28,0,5.25,15,3,0,0,0,1144517
Jeevan Mendis,7,42,0,36,0,5.14,16,1,0,3,0,1144517
Isuru Udana,5,30,0,29,0,5.8,11,2,0,2,0,1144517
